product_id,question,answer
category_2_product_12,are airdopes 138 pro waterproof and sweat resistant,yes airdopes 138 pro is ipx5 water and sweat resistant you can use it for your workouts or carry them along on long trips
category_2_product_12,can i charge my earphones with a mobile charger,yes airdopes 131 pro supports typec charging if your mobile charger comes with typec charging support then you can easily use the same to charge your device
category_2_product_12,is it good for longer gym workouts and sweating over 2 hours,yes airdopes 138 pro comes with ipx5 water resistance along with a huge battery capacity making it perfect for gym workouts that last more than 2 hours
category_2_product_12,does it support google voice assistant and apple siri,yes airdopes 138 pro comes with full support for google voice assistant and apple siri
category_2_product_13,how effective is the active noise cancellation,nirvana ivy offers up to 50db of noise cancellation effectively blocking out most ambient sounds for an immersive experience
category_2_product_13,how do i activate 360 spatial sound with dynamic head tracking,simply enable the feature through your nirvana ivys audio settings or via the boat hearables app
category_2_product_13,how long does the battery last,you get up to 50 hours of playback on a full charge plus with asap charge just 10 minutes of charging gives you 240 minutes of playtime
category_2_product_13,is there a warranty for the product how do i claim the warranty,yes all of our true wireless earphones come with a 1 year warranty to register your device visit httpssupportboatlifestylecom
category_2_product_4,how can we pause and play tracks,airdopes 148 comes with a host of intuitive features that allow one to seamlessly control music please refer to the instruction manual to learn about the different ways one can take advantage of its features
category_2_product_4,can we accept calls on boat airdopes 148,yes one can easily accept and reject calls on airdopes 148 it comes with quick response touch controls that allows you to easily accept and reject calls
category_2_product_4,can i use any adapter to charge my device,yes you can use any adapter to charge your airdopes 148 charging case
category_2_product_4,how long does boat airdopes 148 last on a single charge,airdopes 148 wireless earbuds offer upto 42 hours of backup
category_2_product_4,how long does it take to charge,airdopes 141 takes around 45 minutes to charge fully asap charge lets you enjoy 75 minutes of playback with just 5 minutes of charge
